stop_id,stop_code,stop_name,stop_lon,stop_lat,location_type,stop_display,stop_abribus
JANV1241435,41435,Curé-Labelle / Le Carrefour [41435] ,-73.766345,45.55685,0,0,1
MARS1241435,41435,Curé-Labelle / Le Carrefour [41435] ,-73.766345,45.55685,0,0,1
JANV1241436,41436,Curé-Labelle / Louis-Payette [41436] ,-73.767244,45.557172,0,1,1
MARS1241436,41436,Curé-Labelle / Louis-Payette [41436] ,-73.767244,45.557172,0,1,1
JANV1241437,41437,Curé-Labelle / Face Au Super C [41437] ,-73.768378,45.55869,0,0,1
MARS1241437,41437,Curé-Labelle / Face Au Super C [41437] ,-73.768378,45.55869,0,0,1
JANV1241438,41438,Curé-Labelle / Face Au Super C [41438] ,-73.768659,45.558456,0,0,0
MARS1241438,41438,Curé-Labelle / Face Au Super C [41438] ,-73.768659,45.558456,0,0,0
JANV1241439,41439,Curé-Labelle / Jaguin [41439] ,-73.771771,45.561112,0,0,0
MARS1241439,41439,Curé-Labelle / Jaguin [41439] ,-73.771771,45.561112,0,0,0
JANV1241440,41440,Curé-Labelle / Cléroux [41440] ,-73.773143,45.561253,0,1,1
MARS1241440,41440,Curé-Labelle / Cléroux [41440] ,-73.773143,45.561253,0,1,1
JANV1241441,41441,Curé-Labelle / Face Au 2539 [41441] ,-73.77385,45.56189,0,0,0
MARS1241441,41441,Curé-Labelle / Face Au 2539 [41441] ,-73.77385,45.56189,0,0,0
JANV12CP41442,41442,Chomedey / Lévesque [41442] ,-73.732603,45.5372,0,0,0
MARS12CP41442,41442,Chomedey / Lévesque [41442] ,-73.732603,45.5372,0,0,0
JANV1241443,41443,Curé-Labelle / Face Au 2914 [41443] ,-73.779677,45.566645,0,0,1
MARS1241443,41443,Curé-Labelle / Face Au 2914 [41443] ,-73.779677,45.566645,0,0,1
JANV1241444,41444,Curé-Labelle / Saint-Elzéar [41444] ,-73.78179,45.569078,0,0,0
JANV12CP41444,41444,Curé-Labelle / Saint-Elzéar [41444] ,-73.78179,45.569078,0,0,0
MARS1241444,41444,Curé-Labelle / Saint-Elzéar [41444] ,-73.78179,45.569078,0,0,0
MARS12CP41444,41444,Curé-Labelle / Saint-Elzéar [41444] ,-73.78179,45.569078,0,0,0
JANV1241445,41445,Curé-Labelle / Saint-Elzéar [41445] ,-73.782573,45.569319,0,0,1
JANV12CP41445,41445,Curé-Labelle / Saint-Elzéar [41445] ,-73.782573,45.569319,0,0,1
